"","ï..Sample","Rep","Set","mAU","short_name_antho","Extract_ini_vol","Extract_final_vol","Skin_weight_aft","Berry_weight","Berry_numb","dilution_factor","concetration_mg_l","antho_mg_berry","antho_mg_g_berry_weight","antho_mg_g_Skin","Block_id","treatment","main_antho","hydroxylation","total_antho_mg_berry"
"597","B1R2",3,"Harvest",226.07,"M3Gpc",69,51.5,10.58,75.98,60,0.746376811594203,31.9162458666709,0.0367036827466715,0.0289842190681797,0.208149429565245,"B1R2",1,"Malvidins","trihydroxylated",0.578645878472856
"598","B1R3",1,"Harvest",128.779,"M3Gpc",47,52,8.71,52.66,60,1.1063829787234,27.6788852196926,0.0216817934220925,0.0247039043928134,0.149357934021303,"B1R3",1,"Malvidins","trihydroxylated",0.417779867469147
"599","B1R3",2,"Harvest",126.547,"M3Gpc",47,57,8.71,52.89,60,1.21276595744681,29.8466280689636,0.0233798586540215,0.0265228118593551,0.161055283494982,"B1R3",1,"Malvidins","trihydroxylated",0.436330408535473
"600","B1R3",3,"Harvest",106.931,"M3Gpc",47,57,8.76,52.14,60,1.21276595744681,25.5078323328198,0.0199811353273755,0.0229932512397877,0.136857091283394,"B1R3",1,"Malvidins","trihydroxylated",0.370983645814335
"601","B1R4",1,"Harvest",129.725,"M3Gpc",47,53,8.05,51.76,60,1.12765957446809,28.4057302843217,0.0222511553893854,0.0257934567883138,0.165847120914674,"B1R4",1,"Malvidins","trihydroxylated",0.425581944799076
"602","B1R4",2,"Harvest",151.334,"M3Gpc",47,52,7.04,51.59,60,1.1063829787234,32.2301287150613,0.0252469341601313,0.0293625906107362,0.215172734319301,"B1R4",1,"Malvidins","trihydroxylated",0.443196768192595
"603","B1R4",3,"Harvest",135.041,"M3Gpc",47,54.5,8.19,51.77,60,1.15957446808511,30.333922452765,0.0237615725879993,0.0275390062831747,0.174077454857138,"B1R4",1,"Malvidins","trihydroxylated",0.438307262751535
"604","B2R1",1,"Harvest",230.617,"M3Gpc",60,50.5,9.79,67.05,60,0.841666666666667,36.6889760775731,0.0366889760775731,0.0328312985034211,0.224855828871745,"B2R1",2,"Malvidins","trihydroxylated",0.593765577542708
"605","B2R1",2,"Harvest",194.917,"M3Gpc",60,53.5,10.54,67.21,60,0.891666666666667,33.0628471335644,0.0330628471335644,0.0295160069634558,0.188213551044958,"B2R1",2,"Malvidins","trihydroxylated",0.542577361541735
"606","B2R1",3,"Harvest",221.336,"M3Gpc",61,50.5,10.56,67.11,60,0.827868852459016,34.6861950350263,0.0352642982856101,0.0315282058878946,0.200365331168239,"B2R1",2,"Malvidins","trihydroxylated",0.571695735910998
"607","B2R2",1,"Harvest",197.104,"M3Gpc",58,51,10.42,64.16,60,0.879310344827586,32.955406680209,0.0318568931242021,0.0297913589066728,0.183437004553947,"B2R2",2,"Malvidins","trihydroxylated",0.554522358198067
"608","B2R2",2,"Harvest",167.268,"M3Gpc",58,53,10.23,64.18,60,0.913793103448276,29.2753278157565,0.0282994835552313,0.0264563573280442,0.165979375690506,"B2R2",2,"Malvidins","trihydroxylated",0.503809867469147
"609","B2R2",3,"Harvest",166.092,"M3Gpc",58,54.5,10.71,64.23,60,0.939655172413793,29.9023365323539,0.0289055919812755,0.0270019542095053,0.161936089530955,"B2R2",2,"Malvidins","trihydroxylated",0.509194868381057
"610","B2R3",1,"Harvest",185.355,"M3Gpc",52,53.5,7.54,57.23,60,1.02884615384615,36.3551973582682,0.0315078377104991,0.0330328544929224,0.250725499022539,"B2R3",2,"Malvidins","trihydroxylated",0.491965398808438
"611","B2R3",2,"Harvest",143.979,"M3Gpc",52,59,7.01,56.82,60,1.13461538461538,31.5305745731562,0.027326497963402,0.0288558584618818,0.233892992554083,"B2R3",2,"Malvidins","trihydroxylated",0.472700403064016
"612","B2R3",3,"Harvest",156.319,"M3Gpc",52,54,7.31,57.06,60,1.03846153846154,31.1956459826877,0.0270362265183294,0.0284292602716397,0.221911571969872,"B2R3",2,"Malvidins","trihydroxylated",0.440810807951851
"613","B3R1",1,"Harvest",155.423,"M3Gpc",56,57.5,8.93,62.67,60,1.02678571428571,30.6771099306949,0.0286319692686486,0.0274121295056473,0.192376053316788,"B3R1",3,"Malvidins","trihydroxylated",0.498123489269864
"614","B3R1",2,"Harvest",121.653,"M3Gpc",56,55.5,9.59,62.56,60,0.991071428571429,23.5060343985305,0.0219389654386285,0.0210412072621117,0.137261514735945,"B3R1",3,"Malvidins","trihydroxylated",0.404654754696334
"615","B3R1",3,"Harvest",128.3,"M3Gpc",56,52.5,8.9,62.95,60,0.9375,23.3719622013496,0.0218138313879263,0.0207915787652991,0.147059537446694,"B3R1",3,"Malvidins","trihydroxylated",0.409775027357286
"616","B3R2",1,"Harvest",159.09,"M3Gpc",55,56.5,9.17,61.52,60,1.02727272727273,31.378694642946,0.0287638034227005,0.0280531242744153,0.188203730137626,"B3R2",3,"Malvidins","trihydroxylated",0.474395522828135
"617","B3R2",2,"Harvest",174.853,"M3Gpc",55,52.5,9.66,61.82,60,0.954545454545455,31.9014035116807,0.0292429532190407,0.028382031594022,0.181633249807706,"B3R2",3,"Malvidins","trihydroxylated",0.491262534196608
"618","B3R2",3,"Harvest",168.178,"M3Gpc",55,59,8.45,61.45,60,1.07272727272727,34.5451637292126,0.0316664000851116,0.0309191864134531,0.224850178119135,"B3R2",3,"Malvidins","trihydroxylated",0.50080960423126
"619","B3R3",1,"Harvest",176.593,"M3Gpc",54,54,8.69,60.68,60,1,33.7378624840416,0.0303640762356374,0.0300238064294371,0.209648397484263,"B3R3",3,"Malvidins","trihydroxylated",0.547544603319351
"620","B3R3",2,"Harvest",177.671,"M3Gpc",54,51,8.82,60.48,60,0.944444444444444,32.0492218371938,0.0288442996534744,0.0286153766403516,0.196219725533839,"B3R3",3,"Malvidins","trihydroxylated",0.482968108699617
"621","B3R3",3,"Harvest",166.649,"M3Gpc",54,54,8.45,60.31,60,1,31.9242567937261,0.0287318311143535,0.0285841463581696,0.204013001995409,"B3R3",3,"Malvidins","trihydroxylated",0.482112814152836
"622","B1R2",1,"1st point",83.955,"M3Gpc",56,55.5,6.57,60.8,60,0.991071428571429,16.6919890375446,0.015579189768375,0.0153742004293174,0.14227570564726,"B1R2",1,"Malvidins","trihydroxylated",0.266494035199708
"623","B1R2",2,"1st point",78.328,"M3Gpc",56,54.5,6.69,60.8,60,0.973214285714286,15.392458670957,0.0143662947595599,0.0141772645653551,0.128845692910851,"B1R2",1,"Malvidins","trihydroxylated",0.243837950027357
"624","B1R2",3,"1st point",67.301,"M3Gpc",56,55,5.95,60.5,60,0.982142857142857,13.558461543472,0.0126545641072406,0.0125499809328006,0.127609049820913,"B1R2",1,"Malvidins","trihydroxylated",0.218020615234969
"625","B1R3",1,"1st point",51.086,"M3Gpc",34,52.5,4.94,42,60,1.54411764705882,16.7500576648679,0.00949169934342513,0.0135595704906073,0.115283797693423,"B1R3",1,"Malvidins","trihydroxylated",0.222910582710195
"626","B1R3",2,"1st point",42.549,"M3Gpc",34,53,5.25,42,60,1.55882352941176,14.4825026016243,0.00820675147425375,0.0117239306775054,0.0937914454200429,"B1R3",1,"Malvidins","trihydroxylated",0.191150143473767
"627","B1R3",3,"1st point",46.023,"M3Gpc",34,54.5,5.1,42.3,60,1.60294117647059,15.9079998605315,0.00901453325430118,0.0127865719919166,0.106053332403543,"B1R3",1,"Malvidins","trihydroxylated",0.200134410298498
"628","B1R4",1,"1st point",49.579,"M3Gpc",36,51.5,5.8,44.8,60,1.43055555555556,15.1249875878979,0.00907499255273877,0.0121540078831323,0.0938792333041942,"B1R4",1,"Malvidins","trihydroxylated",0.212884262265183
"629","B1R4",2,"1st point",52.081,"M3Gpc",36,50,5.66,44.7,60,1.38888888888889,15.3182310981417,0.00919093865888504,0.0123368304146108,0.0974304451471912,"B1R4",1,"Malvidins","trihydroxylated",0.218161955134051
"630","B1R4",3,"1st point",39.015,"M3Gpc",36,54,6.27,45,60,1.5,12.9691865766916,0.00778151194601496,0.0103753492613533,0.0744642291484685,"B1R4",1,"Malvidins","trihydroxylated",0.183368294729163
"631","B2R1",1,"1st point",68.394,"M3Gpc",50,50,6.32,54.9,60,1,14.0043224512128,0.011670268709344,0.01275439203207,0.110793690278583,"B2R1",2,"Malvidins","trihydroxylated",0.208679311812268
"632","B2R1",2,"1st point",66.477,"M3Gpc",50,53,5.99,54.9,60,1.06,14.4739781141711,0.0120616484284759,0.0131821294300283,0.120817847363698,"B2R1",2,"Malvidins","trihydroxylated",0.219219779925831
"633","B2R1",3,"1st point",68.513,"M3Gpc",50,52,5.92,55.1,60,1.04,14.5870669341601,0.0121558891118001,0.0132369028440655,0.123201578835812,"B2R1",2,"Malvidins","trihydroxylated",0.231937798042434
"634","B2R2",1,"1st point",98.206,"M3Gpc",54,52.5,6.6,59.6,60,0.972222222222222,18.9014504427827,0.0170113053985045,0.0171254752333938,0.154648230895495,"B2R2",2,"Malvidins","trihydroxylated",0.344712561553894
"635","B2R2",2,"1st point",89.666,"M3Gpc",54,52,7.08,59.2,60,0.962962962962963,17.2215818590796,0.0154994236731716,0.0157088753444307,0.131351048077726,"B2R2",2,"Malvidins","trihydroxylated",0.31185037631467
"636","B2R2",3,"1st point",82.974,"M3Gpc",54,54,6.92,59.3,60,1,16.663450665694,0.0149971055991246,0.0151741371997888,0.13003270750686,"B2R2",2,"Malvidins","trihydroxylated",0.292348561006748
"637","B2R3",1,"1st point",47.155,"M3Gpc",44,52,5.74,47,60,1.18181818181818,11.9726609520336,0.00877995136482461,0.0112084485508399,0.0917764951026963,"B2R3",2,"Malvidins","trihydroxylated",0.184633572861572
"638","B2R3",2,"1st point",37.13,"M3Gpc",44,51,5.77,47,60,1.15909090909091,9.6231604297581,0.00705698431515594,0.00900891614700758,0.0733828524972888,"B2R3",2,"Malvidins","trihydroxylated",0.150099706365129
"639","B2R3",3,"1st point",33.6,"M3Gpc",44,51.5,6.3,46.9,60,1.17045454545455,8.96395698274004,0.00657356845400936,0.00840968245715483,0.0626054138477082,"B2R3",2,"Malvidins","trihydroxylated",0.135213940361116
"640","B3R1",1,"1st point",45.181,"M3Gpc",48,57,6.38,51.9,60,1.1875,11.6026958325734,0.00928215666605873,0.0107308169549812,0.0872930093986714,"B3R1",3,"Malvidins","trihydroxylated",0.237570933795368
"641","B3R1",2,"1st point",39.795,"M3Gpc",48,56,6.52,51.9,60,1.16666666666667,10.253112651225,0.00820249012098,0.0094826475387052,0.0754830379231288,"B3R1",3,"Malvidins","trihydroxylated",0.204507138427868
"642","B3R1",3,"1st point",50.456,"M3Gpc",48,57,5.99,51.9,60,1.1875,12.7451475013679,0.0101961180010943,0.0117874196544443,0.102131399009292,"B3R1",3,"Malvidins","trihydroxylated",0.279743448841875
"643","B3R2",1,"1st point",50.847,"M3Gpc",44,56,6.03,49.4,60,1.27272727272727,13.750630875599,0.0100837959754392,0.012247525476242,0.100336278362579,"B3R2",3,"Malvidins","trihydroxylated",0.240359360447444
"644","B3R2",2,"1st point",45.02,"M3Gpc",44,52.5,5.42,49.4,60,1.19318181818182,11.623175144662,0.00852366177275214,0.0103526256349216,0.0943578794031603,"B3R2",3,"Malvidins","trihydroxylated",0.211251044136422
"645","B3R2",3,"1st point",49.921,"M3Gpc",45,54,6.38,49.7,60,1.2,12.7622177639978,0.00957166332299836,0.01155532795533,0.0900156425360347,"B3R2",3,"Malvidins","trihydroxylated",0.225453923034835
"646","B3R3",1,"1st point",44.314,"M3Gpc",46,52.5,6.39,51.1,60,1.14130434782609,10.9708634990365,0.00841099534926135,0.00987592408915227,0.0789764821526888,"B3R3",3,"Malvidins","trihydroxylated",0.244461467262448
"647","B3R3",2,"1st point",43.641,"M3Gpc",46,53.5,6.05,51.4,60,1.16304347826087,11.03707685415,0.00846175892151499,0.00987753959709921,0.0839182702960164,"B3R3",3,"Malvidins","trihydroxylated",0.237478885950514
"648","B3R3",3,"1st point",51.784,"M3Gpc",46,54,6.25,51.3,60,1.17391304347826,12.8836474795613,0.00987746306766369,0.0115525883832324,0.0948236454495714,"B3R3",3,"Malvidins","trihydroxylated",0.271337508663141
